Date,Open,High,Low,Close,Volume,Sector Symbol,Sector Long Name
9/15/2021,47.1100,47.4400,46.8300,47.1900,4885917,XLRE,Real Estate
9/16/2021,47.1900,47.4790,46.8500,47.2800,4612937,XLRE,Real Estate
9/17/2021,47.0200,47.3300,46.7731,46.8500,8711761,XLRE,Real Estate
9/20/2021,46.0700,46.6150,45.7201,46.2700,13017852,XLRE,Real Estate
9/21/2021,46.4600,46.8300,46.2600,46.2800,6982623,XLRE,Real Estate
9/22/2021,46.6000,46.9300,46.3500,46.6700,6432412,XLRE,Real Estate
9/23/2021,46.7800,46.9200,46.3700,46.4400,4571524,XLRE,Real Estate
9/24/2021,46.3500,46.5200,45.7800,45.9100,5211766,XLRE,Real Estate
9/27/2021,45.8700,46.1400,45.1050,45.1500,6701102,XLRE,Real Estate
9/28/2021,44.8700,45.0800,44.5300,44.8800,12068990,XLRE,Real Estate
9/29/2021,45.0500,45.3800,45.0000,45.1700,5975953,XLRE,Real Estate
9/30/2021,45.3800,45.3950,44.4500,44.4500,6342879,XLRE,Real Estate
10/1/2021,44.7400,45.2500,44.4000,44.9300,8294802,XLRE,Real Estate
10/4/2021,44.8400,45.1600,44.6500,44.9800,10456445,XLRE,Real Estate
10/5/2021,45.0600,45.0600,44.4300,44.6300,5480520,XLRE,Real Estate
10/6/2021,44.4600,45.1001,43.9500,45.0600,8996456,XLRE,Real Estate
10/7/2021,45.3000,45.7200,45.0500,45.1100,7269898,XLRE,Real Estate
10/8/2021,45.1100,45.1700,44.5500,44.6200,5464425,XLRE,Real Estate
10/11/2021,44.6000,44.8757,44.3400,44.6800,4151946,XLRE,Real Estate
10/12/2021,44.7500,45.4800,44.6600,45.2800,5663256,XLRE,Real Estate
