Date,Open,High,Low,Close,Volume,Sector Symbol,Sector Long Name
10/13/2021,45.2000,45.5900,44.8526,45.5400,9279245,XLRE,Real Estate
10/14/2021,45.8200,46.2350,45.7100,46.1800,4392542,XLRE,Real Estate
10/15/2021,46.4800,46.6000,45.9200,46.2000,5210165,XLRE,Real Estate
10/18/2021,46.0300,46.4700,45.9300,46.2800,4251262,XLRE,Real Estate
10/19/2021,46.5200,46.7000,46.4100,46.4900,3509733,XLRE,Real Estate
10/20/2021,46.5800,47.2100,46.5100,47.2000,5596364,XLRE,Real Estate
10/21/2021,47.1800,47.3900,47.0250,47.3500,5528784,XLRE,Real Estate
10/22/2021,47.4900,47.7950,47.4100,47.6900,5378198,XLRE,Real Estate
10/25/2021,47.7300,47.9450,47.3550,47.8300,4933114,XLRE,Real Estate
10/26/2021,47.8900,48.2190,47.8300,48.0500,9546226,XLRE,Real Estate
10/27/2021,48.2900,48.3200,47.7000,47.7000,7158346,XLRE,Real Estate
10/28/2021,47.6900,48.4000,47.6720,48.4000,6690330,XLRE,Real Estate
10/29/2021,48.2200,48.3600,47.6100,47.8200,7925208,XLRE,Real Estate
11/1/2021,47.9400,48.0250,47.1450,47.9300,6759274,XLRE,Real Estate
11/2/2021,48.1701,48.5480,47.9200,48.3800,6617190,XLRE,Real Estate
11/3/2021,48.4400,48.7600,48.1600,48.6600,4814517,XLRE,Real Estate
11/4/2021,48.5800,48.7000,47.9100,48.1100,4620608,XLRE,Real Estate
11/5/2021,48.5800,48.8500,48.1383,48.2200,5731432,XLRE,Real Estate
11/8/2021,48.3600,48.4200,47.7700,48.2100,5791935,XLRE,Real Estate
11/9/2021,48.3100,48.4800,48.2000,48.3900,4409714,XLRE,Real Estate
11/10/2021,48.2400,48.5600,48.1450,48.1500,5063097,XLRE,Real Estate
11/11/2021,48.2100,48.2100,47.8100,48.1700,4191945,XLRE,Real Estate
11/12/2021,48.3300,48.3500,48.0100,48.1900,3902817,XLRE,Real Estate
11/15/2021,48.2100,48.4600,48.0100,48.4600,3591660,XLRE,Real Estate
11/16/2021,48.4900,48.5800,48.0650,48.1600,4936716,XLRE,Real Estate
11/17/2021,48.0600,48.5400,47.4600,48.4800,15340252,XLRE,Real Estate
11/18/2021,48.5300,48.5800,48.2500,48.4700,5484721,XLRE,Real Estate
11/19/2021,48.5200,48.5900,48.0900,48.2100,5099657,XLRE,Real Estate
11/22/2021,48.2200,48.4200,47.8500,47.9700,5416945,XLRE,Real Estate
11/23/2021,48.1200,48.6150,47.8950,48.4800,9784674,XLRE,Real Estate
11/24/2021,48.4700,49.1950,48.3400,49.1300,5086781,XLRE,Real Estate
11/26/2021,48.4700,48.5900,47.7300,47.8000,6829206,XLRE,Real Estate
11/29/2021,48.1700,48.7600,47.8086,48.4000,7173448,XLRE,Real Estate
11/30/2021,48.1800,48.3000,47.3700,47.3900,11022299,XLRE,Real Estate
12/1/2021,47.9000,48.4300,46.7400,46.7700,12299797,XLRE,Real Estate
12/2/2021,47.0900,48.3400,46.9800,48.0500,10097164,XLRE,Real Estate
12/3/2021,48.1100,48.3400,47.4000,47.8100,11826463,XLRE,Real Estate
12/6/2021,48.1600,48.9001,48.1400,48.5000,8711173,XLRE,Real Estate
12/7/2021,48.8800,49.4350,48.7600,49.3600,7763624,XLRE,Real Estate
12/8/2021,49.3600,49.7000,49.1900,49.5700,6931610,XLRE,Real Estate
12/9/2021,49.4600,49.4700,48.8950,48.9400,3572475,XLRE,Real Estate
12/10/2021,49.1400,49.2300,48.8817,49.1900,3683699,XLRE,Real Estate
12/13/2021,49.0500,50.0750,48.9800,49.8500,5105678,XLRE,Real Estate
12/14/2021,49.7400,49.8500,48.9300,49.3000,8920642,XLRE,Real Estate
12/15/2021,49.4600,50.1000,49.4100,50.0300,8196066,XLRE,Real Estate
12/16/2021,50.1400,50.5500,49.9050,50.2200,7161623,XLRE,Real Estate
12/17/2021,50.1701,50.6450,49.9800,50.0500,8626678,XLRE,Real Estate
12/20/2021,49.0500,49.5000,48.7700,49.3000,9760367,XLRE,Real Estate
12/21/2021,49.6400,49.8900,49.3750,49.5800,6024148,XLRE,Real Estate
12/22/2021,49.7300,50.1000,49.6750,50.0700,4529994,XLRE,Real Estate
12/23/2021,50.1700,50.1900,49.6300,49.9200,5264620,XLRE,Real Estate
12/27/2021,50.0600,50.9400,49.9600,50.9400,5183417,XLRE,Real Estate
12/28/2021,50.9400,51.1800,50.7700,51.1600,5593156,XLRE,Real Estate
12/29/2021,51.2600,51.6200,51.0200,51.4700,4404673,XLRE,Real Estate
12/30/2021,51.5200,51.8700,51.4400,51.7000,3665874,XLRE,Real Estate
12/31/2021,51.7200,52.1700,51.6600,51.8100,3974262,XLRE,Real Estate
1/3/2022,51.9800,51.9800,50.5500,51.3300,8441161,XLRE,Real Estate
1/4/2022,51.4700,51.6900,51.0800,51.1300,7440765,XLRE,Real Estate
1/5/2022,50.9600,50.9600,49.4400,49.4700,14980777,XLRE,Real Estate
1/6/2022,49.5100,49.6750,48.8800,49.5300,9807142,XLRE,Real Estate
1/7/2022,49.3700,49.5990,49.0400,49.2700,6141083,XLRE,Real Estate
1/10/2022,48.8500,48.9800,48.2500,48.9800,6870657,XLRE,Real Estate
1/11/2022,48.8800,48.9850,48.1750,48.9000,7206765,XLRE,Real Estate
1/12/2022,48.8400,49.3500,48.8400,49.0300,4686821,XLRE,Real Estate
1/13/2022,49.2000,49.3000,48.7756,48.8600,5481168,XLRE,Real Estate
1/14/2022,48.5800,48.6400,47.7300,48.2900,5737398,XLRE,Real Estate
1/18/2022,47.9900,48.1200,47.4800,47.9600,8947028,XLRE,Real Estate
1/19/2022,48.2100,48.5000,47.3400,47.3400,7152276,XLRE,Real Estate
1/20/2022,47.4300,48.0609,46.8700,46.9200,7586766,XLRE,Real Estate
1/21/2022,47.1500,47.4650,46.7750,46.8900,10920606,XLRE,Real Estate
1/24/2022,46.4700,47.0850,45.3531,46.9900,19972349,XLRE,Real Estate
1/25/2022,46.4300,47.2000,45.9900,46.8600,10908600,XLRE,Real Estate
9/2/2021,38.2700,38.4450,38.1600,38.3100,29616978,XLF,Finance
9/3/2021,38.2400,38.3200,37.9800,38.0700,34850458,XLF,Finance
9/7/2021,38.2000,38.2000,37.8400,37.8400,39221523,XLF,Finance
9/8/2021,37.7500,37.9300,37.5500,37.7500,32523852,XLF,Finance
9/9/2021,37.7000,38.2200,37.6700,37.8600,33421022,XLF,Finance
9/10/2021,38.0700,38.1100,37.5700,37.5800,39350451,XLF,Finance
9/13/2021,37.8500,38.0650,37.7400,38.0100,40357251,XLF,Finance
9/14/2021,38.1400,38.2800,37.3750,37.5000,45670619,XLF,Finance
9/15/2021,37.4800,37.9500,37.4400,37.8600,36371319,XLF,Finance
9/16/2021,38.0000,38.1900,37.5800,37.7500,42630193,XLF,Finance
9/17/2021,37.7000,37.9350,37.4800,37.5800,82987178,XLF,Finance
9/20/2021,36.5900,36.6850,36.0300,36.5500,95008836,XLF,Finance
9/21/2021,36.7800,36.9150,36.4100,36.5000,45837597,XLF,Finance
9/22/2021,36.9600,37.3700,36.8800,37.1100,58350790,XLF,Finance
9/23/2021,37.4700,38.2000,37.4100,38.0200,71804987,XLF,Finance
9/24/2021,37.9900,38.3550,37.9350,38.2200,48066072,XLF,Finance
9/27/2021,38.5600,38.8500,38.4900,38.7400,58794503,XLF,Finance
9/28/2021,38.7300,38.9200,38.0409,38.1000,96152675,XLF,Finance
9/29/2021,38.2200,38.3000,37.9500,38.1300,49882532,XLF,Finance
9/30/2021,38.3500,38.3600,37.5200,37.5300,73319263,XLF,Finance
10/1/2021,37.6300,38.4100,37.4900,38.1500,70443993,XLF,Finance
10/4/2021,38.0900,38.5900,37.7550,37.8200,69772684,XLF,Finance
10/5/2021,38.1000,38.7500,37.9550,38.5600,56058435,XLF,Finance
10/6/2021,38.2100,38.6300,37.9300,38.6000,63431067,XLF,Finance
10/7/2021,39.0000,39.2400,38.7800,38.8300,53295643,XLF,Finance
10/8/2021,38.8700,39.1557,38.6900,39.0200,38607472,XLF,Finance
10/11/2021,39.1100,39.4000,38.6100,38.6300,50748310,XLF,Finance
10/12/2021,38.5800,38.7650,38.4100,38.5100,58527656,XLF,Finance
10/13/2021,38.5000,38.5400,37.7400,38.2900,72113636,XLF,Finance
10/14/2021,38.7200,38.9400,38.3500,38.9300,51893515,XLF,Finance
10/15/2021,39.3100,39.7100,39.1800,39.5100,58411071,XLF,Finance
10/18/2021,39.4300,39.7499,39.3200,39.5200,56312728,XLF,Finance
10/19/2021,39.7000,39.9100,39.5500,39.9100,33082564,XLF,Finance
10/20/2021,39.8400,40.2300,39.7300,40.2300,44670214,XLF,Finance
10/21/2021,40.2200,40.3099,39.8550,40.0600,35067638,XLF,Finance
10/22/2021,40.2500,40.6879,40.2100,40.6200,41458194,XLF,Finance
10/25/2021,40.7200,40.7700,40.4650,40.5700,33120959,XLF,Finance
10/26/2021,40.6700,40.8600,40.5400,40.6000,41586934,XLF,Finance
10/27/2021,40.5000,40.6800,39.9200,39.9300,62449508,XLF,Finance
10/28/2021,40.0900,40.4400,40.0649,40.4200,44566648,XLF,Finance
10/29/2021,40.4700,40.5450,40.1800,40.2600,42091996,XLF,Finance
11/1/2021,40.5400,40.6300,40.1200,40.2800,36615691,XLF,Finance
11/2/2021,40.2700,40.5000,40.1600,40.3800,31213515,XLF,Finance
11/3/2021,40.2500,40.6800,40.1700,40.5300,42946753,XLF,Finance
11/4/2021,40.3800,40.4800,39.6900,40.0000,48279711,XLF,Finance
11/5/2021,40.3200,40.4900,39.8900,40.0200,57866347,XLF,Finance
11/8/2021,40.2700,40.5350,40.1410,40.2400,32864577,XLF,Finance
11/9/2021,40.0300,40.1550,39.7643,40.0200,48332649,XLF,Finance
11/10/2021,39.9800,40.2000,39.8500,39.9500,60695081,XLF,Finance
11/11/2021,40.0100,40.1900,39.8400,40.0600,31438902,XLF,Finance
11/12/2021,40.1200,40.1600,39.7900,40.1500,38992913,XLF,Finance
11/15/2021,40.2600,40.3600,40.0700,40.1500,30081055,XLF,Finance
11/16/2021,40.2000,40.3500,40.0000,40.1100,32599496,XLF,Finance
11/17/2021,40.0500,40.0500,39.5400,39.6500,53557211,XLF,Finance
11/18/2021,39.6900,39.7650,39.2650,39.4500,42995332,XLF,Finance
11/19/2021,39.1100,39.2500,38.7150,39.0200,71858073,XLF,Finance
11/22/2021,39.5400,39.9600,39.2200,39.5700,81965804,XLF,Finance
11/23/2021,39.8300,40.2200,39.6600,40.1900,61571249,XLF,Finance
11/24/2021,40.1100,40.2600,39.9450,40.1000,40410284,XLF,Finance
11/26/2021,38.8400,39.0050,38.3300,38.7700,76492188,XLF,Finance
11/29/2021,39.2200,39.3600,38.5950,38.8900,79316461,XLF,Finance
11/30/2021,38.4200,38.5800,37.9000,37.9600,121263739,XLF,Finance
12/1/2021,38.6300,38.8800,37.5400,37.5400,102020897,XLF,Finance
12/2/2021,37.8900,38.8657,37.7500,38.6600,98076428,XLF,Finance
12/3/2021,38.7100,38.8050,37.7250,38.0300,97178184,XLF,Finance
12/6/2021,38.6300,38.9800,38.3300,38.6100,69716619,XLF,Finance
12/7/2021,39.0600,39.4100,38.8700,39.3000,115475490,XLF,Finance
12/8/2021,39.3200,39.4800,38.9950,39.0900,53033223,XLF,Finance
12/9/2021,38.9000,39.2100,38.7600,39.0100,45521116,XLF,Finance
12/10/2021,39.2800,39.2900,38.8002,39.0500,38900921,XLF,Finance
12/13/2021,38.9600,38.9700,38.5000,38.6300,44343023,XLF,Finance
12/14/2021,38.5700,39.1500,38.5400,38.8600,51734388,XLF,Finance
12/15/2021,38.9600,39.0850,38.4800,38.9700,70424908,XLF,Finance
12/16/2021,39.4200,39.7400,39.2150,39.4600,71156600,XLF,Finance
12/17/2021,39.2000,39.2500,38.3500,38.5900,97801910,XLF,Finance
12/20/2021,37.8100,37.8600,37.2100,37.6600,85242261,XLF,Finance
12/21/2021,38.0400,38.6084,38.0400,38.4400,57667861,XLF,Finance
12/22/2021,38.3300,38.6500,38.2700,38.6200,49702741,XLF,Finance
12/23/2021,38.8400,39.1650,38.8000,38.8200,39057328,XLF,Finance
12/27/2021,38.9400,39.2200,38.7400,39.2200,36120273,XLF,Finance
12/28/2021,39.1500,39.4899,39.1400,39.2400,34055239,XLF,Finance
12/29/2021,39.3200,39.4300,39.1400,39.1900,27150504,XLF,Finance
12/30/2021,39.3100,39.5300,38.9954,39.1200,30089129,XLF,Finance
12/31/2021,39.0400,39.2450,38.9700,39.0500,26801852,XLF,Finance
1/3/2022,39.3400,39.6800,39.3200,39.5300,49884422,XLF,Finance
1/4/2022,39.9900,40.7000,39.9700,40.5700,74210177,XLF,Finance
1/5/2022,40.6900,40.9000,40.0700,40.1000,76288355,XLF,Finance
1/6/2022,40.5200,40.7200,40.1500,40.6900,57725155,XLF,Finance
1/7/2022,40.7800,41.2700,40.6350,41.1700,62185450,XLF,Finance
1/10/2022,41.4300,41.4600,40.6000,41.0300,73620239,XLF,Finance
1/11/2022,41.1800,41.4100,40.7950,41.3900,60526786,XLF,Finance
1/12/2022,41.5000,41.6550,41.2200,41.4200,51560590,XLF,Finance
1/13/2022,41.4800,41.6975,41.1150,41.2600,51659563,XLF,Finance
1/14/2022,40.6000,40.8650,40.3350,40.8300,81135462,XLF,Finance
1/18/2022,40.5600,40.6000,39.6700,39.9200,77218971,XLF,Finance
1/19/2022,40.2200,40.2450,39.2150,39.2500,77176093,XLF,Finance
1/20/2022,39.3600,39.8700,38.9200,39.0000,80314021,XLF,Finance
1/21/2022,38.8400,38.9500,38.0400,38.2000,117914259,XLF,Finance
1/24/2022,37.5400,38.3900,36.8200,38.3100,169203858,XLF,Finance
1/25/2022,37.8800,38.7500,37.2600,38.4700,97271626,XLF,Finance
9/2/2021,159.4900,159.7000,158.0900,158.7300,10885699,XLK,Technology
9/3/2021,158.5400,159.7800,158.4900,159.3600,10602400,XLK,Technology
9/7/2021,159.5500,159.7400,158.6450,159.4000,9862178,XLK,Technology
9/8/2021,159.3800,159.4300,157.6600,158.7900,5733152,XLK,Technology
9/9/2021,158.9000,159.4500,158.0600,158.1900,5580573,XLK,Technology
9/10/2021,159.0700,159.4600,156.4741,156.6300,8540107,XLK,Technology
9/13/2021,157.8200,158.2300,155.6500,156.6800,11318867,XLK,Technology
9/14/2021,157.3500,157.6700,156.0600,156.4800,9215775,XLK,Technology
9/15/2021,157.0100,157.9750,156.1300,157.8500,8169647,XLK,Technology
9/16/2021,157.2900,158.1000,156.3150,157.9400,8074251,XLK,Technology
9/17/2021,157.5300,157.5400,155.2500,155.4800,11331497,XLK,Technology
9/20/2021,152.9300,153.7100,150.3450,152.3800,17834652,XLK,Technology
9/21/2021,153.3100,153.6850,151.8500,152.4400,9227485,XLK,Technology
9/22/2021,153.2700,155.1300,152.5900,154.5300,13995333,XLK,Technology
9/23/2021,155.3300,156.9700,154.8500,156.6000,9767336,XLK,Technology
9/24/2021,155.6500,156.9700,155.5800,156.7100,5826250,XLK,Technology
9/27/2021,155.3900,155.7500,154.2000,155.1900,7507472,XLK,Technology
9/28/2021,153.2000,153.5500,150.4700,150.5900,19095344,XLK,Technology
9/29/2021,151.2100,152.0000,150.1400,150.4000,12505979,XLK,Technology
9/30/2021,151.2800,151.9300,149.2400,149.3200,16708259,XLK,Technology
10/1/2021,149.8600,151.9000,148.3400,151.5700,22741929,XLK,Technology
10/4/2021,150.7000,150.8750,146.8800,148.0600,25386520,XLK,Technology
10/5/2021,148.3600,151.0250,148.2200,150.1700,16483772,XLK,Technology
10/6/2021,148.4400,151.2600,147.9450,151.1500,20002378,XLK,Technology
10/7/2021,152.4600,153.7100,152.2500,152.5300,9947806,XLK,Technology
10/8/2021,153.1200,153.2300,151.7100,151.9600,9213492,XLK,Technology
10/11/2021,151.2800,153.1500,151.0150,151.1200,7485264,XLK,Technology
10/12/2021,151.7100,151.9000,150.0900,150.3400,8926658,XLK,Technology
10/13/2021,150.9900,151.5900,150.0100,151.2600,9761744,XLK,Technology
10/14/2021,152.8000,154.7400,152.5800,154.6700,7600209,XLK,Technology
10/15/2021,155.2100,155.9400,154.7400,155.9100,6389617,XLK,Technology
10/18/2021,155.0400,157.3100,154.6100,157.2300,5815132,XLK,Technology
10/19/2021,157.6500,158.7900,157.3300,158.7900,6600707,XLK,Technology
10/20/2021,158.9400,159.1700,157.6600,158.3500,6012667,XLK,Technology
10/21/2021,157.8700,159.0450,157.5450,158.9600,5011583,XLK,Technology
10/22/2021,158.9000,159.5600,157.7500,158.4100,6245006,XLK,Technology
10/25/2021,159.0100,159.5001,158.3100,158.9300,5168556,XLK,Technology
10/26/2021,160.0000,160.6700,159.3000,159.3800,6594759,XLK,Technology
10/27/2021,159.6500,160.4600,159.0800,159.2400,8724011,XLK,Technology
10/28/2021,160.2100,160.9600,159.9100,160.8400,6378440,XLK,Technology
10/29/2021,159.2600,161.6300,159.0700,161.5300,10065876,XLK,Technology
11/1/2021,161.5300,161.6100,160.4700,161.2900,12189012,XLK,Technology
11/2/2021,161.5100,163.1100,161.5100,162.7100,11997592,XLK,Technology
11/3/2021,162.9900,164.0000,162.0400,163.6600,12989308,XLK,Technology
11/4/2021,164.2800,166.6200,163.9900,166.2200,14345699,XLK,Technology
11/5/2021,167.4400,168.0200,166.0409,167.0800,12112064,XLK,Technology
11/8/2021,167.6200,168.2700,167.2300,167.9800,6390457,XLK,Technology
11/9/2021,168.2300,168.4100,166.4350,167.2900,8367399,XLK,Technology
11/10/2021,166.0000,166.8300,164.0300,164.5300,12894393,XLK,Technology
11/11/2021,165.7100,165.7800,165.0300,165.3000,5051904,XLK,Technology
11/12/2021,165.8500,167.5850,165.5700,167.3100,6115307,XLK,Technology
11/15/2021,167.9800,168.2200,166.1900,167.1400,6245195,XLK,Technology
11/16/2021,166.9400,169.1300,166.8400,168.9000,6769409,XLK,Technology
11/17/2021,168.5700,169.4500,167.8600,168.3900,7708937,XLK,Technology
11/18/2021,169.3600,170.3100,168.1400,170.0700,9984005,XLK,Technology
11/19/2021,170.6800,171.9600,170.1105,171.3100,8858784,XLK,Technology
11/22/2021,171.9800,174.2500,169.3000,169.4000,14232502,XLK,Technology
11/23/2021,168.7500,169.5500,166.8700,169.0100,14620677,XLK,Technology
11/24/2021,168.0000,170.2800,167.1800,170.2400,9120520,XLK,Technology
11/26/2021,167.8100,169.1100,165.3300,165.9900,12383935,XLK,Technology
11/29/2021,168.4600,170.5950,167.9300,170.1400,12489882,XLK,Technology
11/30/2021,169.5000,171.0500,167.2800,168.7200,27033357,XLK,Technology
12/1/2021,170.5000,171.7900,166.2600,166.4100,19545620,XLK,Technology
12/2/2021,164.8700,168.7100,164.5100,167.9400,23436247,XLK,Technology
12/3/2021,168.4200,168.9400,163.0500,165.1300,24235027,XLK,Technology
12/6/2021,165.6100,167.2000,163.8900,166.7000,18900173,XLK,Technology
12/7/2021,170.0200,172.7300,169.9956,172.5200,14345548,XLK,Technology
12/8/2021,172.5800,173.4300,171.3900,173.3100,11630788,XLK,Technology
12/9/2021,172.8800,174.0100,171.3000,171.4400,8600510,XLK,Technology
12/10/2021,173.2400,175.1000,172.7300,174.8800,12388524,XLK,Technology
12/13/2021,175.2400,175.5800,172.0300,172.2800,10486993,XLK,Technology
12/14/2021,170.2000,171.2900,167.4100,169.4500,13547388,XLK,Technology
12/15/2021,169.5900,174.1100,167.9800,173.9400,14135413,XLK,Technology
12/16/2021,174.5900,174.8700,168.0100,169.0100,15637803,XLK,Technology
12/17/2021,167.1500,169.5200,166.2800,167.8800,22411626,XLK,Technology
12/20/2021,165.0000,166.0900,164.3600,165.5700,16324761,XLK,Technology
12/21/2021,167.3400,169.9000,165.7900,169.7600,8405416,XLK,Technology
12/22/2021,169.5300,172.1000,169.0800,171.9800,6688099,XLK,Technology
12/23/2021,172.2100,173.6299,172.1900,172.9400,4896285,XLK,Technology
12/27/2021,173.6300,176.6900,173.5900,176.6500,6639571,XLK,Technology
12/28/2021,176.9800,177.0400,175.2900,175.7300,5711982,XLK,Technology
12/29/2021,175.7900,176.5900,174.9700,175.8800,4843886,XLK,Technology
12/30/2021,175.9500,176.5400,174.5100,174.7200,5263212,XLK,Technology
12/31/2021,174.5500,174.9700,173.7900,173.8700,5075243,XLK,Technology
1/3/2022,174.1000,175.6800,173.3400,175.5200,10151434,XLK,Technology
1/4/2022,175.8200,176.0000,172.3500,173.6600,8323998,XLK,Technology
1/5/2022,172.6500,172.7800,168.2600,168.3200,11814245,XLK,Technology
1/6/2022,166.9800,169.2000,166.4700,167.4700,11883563,XLK,Technology
1/7/2022,167.3600,168.1600,164.8400,165.9300,15244335,XLK,Technology
1/10/2022,163.4600,166.1700,161.2900,165.9600,16250705,XLK,Technology
1/11/2022,165.5300,168.1900,164.3000,167.9500,9582923,XLK,Technology
1/12/2022,169.2000,170.3600,167.9000,168.7400,9071990,XLK,Technology
1/13/2022,169.6100,170.1000,163.9516,164.3700,10471339,XLK,Technology
1/14/2022,163.2500,165.8600,163.2500,165.7600,11175680,XLK,Technology
1/18/2022,163.3500,164.3200,161.3300,161.7800,12342043,XLK,Technology
1/19/2022,162.2900,164.2900,159.3600,159.5200,12378272,XLK,Technology
1/20/2022,160.9400,162.7450,157.2500,157.4600,18804527,XLK,Technology
1/21/2022,157.0800,158.8899,154.2900,154.3300,24008262,XLK,Technology
1/24/2022,151.7600,155.2400,146.2400,155.1300,33714822,XLK,Technology
1/25/22,152.0900,154.4200,149.8000,151.5400,24409647,XLK,Technology
1/25/22,75.0500,75.3050,73.9700,74.8700,28638400,XLP,Cons Staples
1/24/22,75.6600,76.1600,74.1100,75.7100,35520500,XLP,Cons Staples
1/21/22,76.2800,76.9300,75.8361,75.9600,25270600,XLP,Cons Staples
1/20/22,76.3300,76.9800,75.8350,75.9000,15677900,XLP,Cons Staples
1/19/22,76.0600,76.9250,76.0380,76.4000,18518400,XLP,Cons Staples
1/18/22,76.4600,76.4800,75.6800,75.9200,16684300,XLP,Cons Staples
1/14/22,76.7000,77.1300,76.3500,77.0300,21391700,XLP,Cons Staples
1/13/22,76.8300,77.0500,76.5800,76.8900,14287300,XLP,Cons Staples
1/12/22,76.6700,76.8100,76.3900,76.7500,11155200,XLP,Cons Staples
1/11/22,76.7300,76.7900,75.8750,76.7200,19571700,XLP,Cons Staples
1/10/22,77.3000,77.4600,76.5600,76.8100,18578200,XLP,Cons Staples
1/7/22,77.2200,77.7190,77.0104,77.4200,12650200,XLP,Cons Staples
1/6/22,77.5000,77.9800,77.2300,77.3400,25023900,XLP,Cons Staples
1/5/22,77.5200,78.1800,77.4900,77.5500,29748400,XLP,Cons Staples
1/4/22,77.0800,77.8650,77.0500,77.6200,23066000,XLP,Cons Staples
1/3/22,76.6600,77.1400,76.0200,77.1000,22320200,XLP,Cons Staples
12/31/21,76.5400,77.2300,76.5000,77.1100,11288900,XLP,Cons Staples
12/30/21,77.0200,77.1000,76.5350,76.5900,6802800,XLP,Cons Staples
12/29/21,76.5600,77.0150,76.4300,76.8300,7891600,XLP,Cons Staples
12/28/21,75.9600,76.5550,75.9600,76.4800,7285300,XLP,Cons Staples
12/27/21,75.3000,76.0500,75.3000,76.0500,7343100,XLP,Cons Staples
12/23/21,75.2600,75.5050,75.1350,75.2500,8089000,XLP,Cons Staples
12/22/21,74.5800,75.1100,74.2850,75.0800,7650200,XLP,Cons Staples
12/21/21,74.7100,74.7600,74.1700,74.6100,11872000,XLP,Cons Staples
12/20/21,74.1200,74.7450,74.0300,74.7100,14116600,XLP,Cons Staples
12/17/21,75.7209,76.0983,74.6483,74.6880,23973018,XLP,Cons Staples
12/16/21,75.3932,76.2572,75.3783,75.9891,14598289,XLP,Cons Staples
12/15/21,74.7079,75.5421,74.6830,75.4528,21422746,XLP,Cons Staples
12/14/21,74.4993,74.8171,74.2114,74.6979,16158321,XLP,Cons Staples
12/13/21,73.6650,74.8767,73.5558,74.6483,16631229,XLP,Cons Staples
12/10/21,72.8903,73.7345,72.7562,73.6849,10964549,XLP,Cons Staples
12/9/21,72.2547,72.7215,71.9468,72.4633,8672843,XLP,Cons Staples
12/8/21,72.3739,72.6917,71.6488,72.2646,14589031,XLP,Cons Staples
12/7/21,72.4533,72.8506,72.3143,72.4930,13259687,XLP,Cons Staples
12/6/21,71.5892,72.6023,71.5793,72.3341,18651298,XLP,Cons Staples
12/3/21,70.5961,71.1920,70.3875,71.0827,23024264,XLP,Cons Staples
12/2/21,69.7121,70.6556,69.7121,70.2087,18832221,XLP,Cons Staples
12/1/21,70.2882,70.8742,69.4439,69.4737,23059413,XLP,Cons Staples
11/30/21,71.2019,71.2615,69.6625,69.8114,23877681,XLP,Cons Staples
11/29/21,71.5495,71.9269,71.1920,71.6488,13740155,XLP,Cons Staples
11/26/21,71.8971,72.2249,71.2118,71.4701,11795804,XLP,Cons Staples
11/24/21,72.5030,72.6122,72.0559,72.3838,9621809,XLP,Cons Staples
11/23/21,72.1355,72.7215,72.0163,72.6023,13497496,XLP,Cons Staples
11/22/21,71.6488,72.6222,71.5694,72.1256,13517729,XLP,Cons Staples
11/19/21,71.9766,71.9964,71.5197,71.5595,12005732,XLP,Cons Staples
11/18/21,71.8872,71.9865,71.4747,71.8177,11347455,XLP,Cons Staples
11/17/21,72.1653,72.2994,71.9518,72.0759,10516502,XLP,Cons Staples
11/16/21,72.6420,72.8804,72.2050,72.2348,6607086,XLP,Cons Staples
11/15/21,72.4732,72.7662,72.3341,72.6917,6425144,XLP,Cons Staples
11/12/21,72.4930,72.6818,72.2249,72.3441,7521104,XLP,Cons Staples
11/11/21,72.4434,72.4831,72.1752,72.3441,6362415,XLP,Cons Staples
11/10/21,72.2447,72.5824,72.1107,72.3937,11428313,XLP,Cons Staples
11/9/21,71.9468,72.2447,71.7084,72.1752,13620237,XLP,Cons Staples
11/8/21,72.5328,72.5824,71.5892,71.9269,12901343,XLP,Cons Staples
11/5/21,72.3639,72.6222,72.2249,72.5030,9997062,XLP,Cons Staples
11/4/21,71.7581,72.1484,71.5694,72.0858,11781923,XLP,Cons Staples
11/3/21,71.3608,72.0163,71.3112,72.0163,10542883,XLP,Cons Staples
11/2/21,70.9139,71.5098,70.7053,71.3509,10010754,XLP,Cons Staples
11/1/21,70.9139,71.0331,70.6209,70.8741,7082022,XLP,Cons Staples
10/29/21,70.6556,71.0430,70.5861,70.7649,8160863,XLP,Cons Staples
10/28/21,70.6060,70.8642,70.4868,70.8344,8673858,XLP,Cons Staples
10/27/21,71.3707,71.4204,70.5563,70.5861,10405851,XLP,Cons Staples
10/26/21,70.7649,71.1820,70.7152,71.0033,8866059,XLP,Cons Staples
10/25/21,70.7550,70.9089,70.2584,70.7550,6891416,XLP,Cons Staples
10/22/21,70.3974,70.9139,70.3378,70.8046,9641345,XLP,Cons Staples
10/21/21,70.4471,70.5034,70.1789,70.2584,8031176,XLP,Cons Staples
10/20/21,70.0101,70.5861,69.9505,70.3478,8890223,XLP,Cons Staples
10/19/21,69.7916,69.9505,69.4539,69.9405,10272949,XLP,Cons Staples
10/18/21,70.0200,70.2385,69.5433,69.9108,10112041,XLP,Cons Staples
10/15/21,70.7351,70.7599,70.1243,70.3279,11654547,XLP,Cons Staples
10/14/21,69.9703,70.6060,69.9207,70.4967,10043587,XLP,Cons Staples
10/13/21,69.6525,69.9008,69.1112,69.7121,9613656,XLP,Cons Staples
10/12/21,69.6128,70.1193,69.4290,69.5830,12486211,XLP,Cons Staples
10/11/21,69.6823,69.9306,69.4936,69.5532,8274638,XLP,Cons Staples
10/8/21,69.7022,69.8611,69.4439,69.5731,7335641,XLP,Cons Staples
10/7/21,69.6922,70.2683,69.5979,69.6525,8454364,XLP,Cons Staples
